,location,ticket_number,issued_date,description,status,dayofweek,hourofday,lat,lon,count,amount
4085,700 CROUSE AVE S,23501158,2023/02/22 09:47:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,9,43.0424911,-76.1368164,1,25
4086,700 CROUSE AVE S,23501159,2023/02/22 09:48:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Adjudication Pending ,Wednesday,9,43.0424911,-76.1368164,1,25
4087,700 CROUSE AVE S,23501168,2023/02/22 10:58:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Wednesday,10,43.0424911,-76.1368164,1,25
4088,700 CROUSE AVE S,23501169,2023/02/22 10:59:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Wednesday,10,43.0424911,-76.1368164,1,25
4089,700 CROUSE AVE S,23501187,2023/02/22 11:38:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Wednesday,11,43.0424911,-76.1368164,1,25
4090,700 CROUSE AVE S,23501188,2023/02/22 11:38:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Wednesday,11,43.0424911,-76.1368164,1,25
4091,700 CROUSE AVE S,23501206,2023/02/23 09:58:00+00,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,Thursday,9,43.0424911,-76.1368164,1,25
4092,700 CROUSE AVE S,23501207,2023/02/23 09:58:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,9,43.0424911,-76.1368164,1,25
4093,700 CROUSE AVE S,23501208,2023/02/23 10:00:00+00,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,Thursday,10,43.0424911,-76.1368164,1,25
4094,700 CROUSE AVE S,23501210,2023/02/23 10:01:00+00,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Thursday,10,43.0424911,-76.1368164,1,25
4095,700 CROUSE AVE S,23501209,2023/02/23 10:01:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,10,43.0424911,-76.1368164,1,25
4096,700 CROUSE AVE S,23501211,2023/02/23 10:02:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,10,43.0424911,-76.1368164,1,25
4097,700 CROUSE AVE S,231301019,2023/03/01 11:53:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Wednesday,11,43.0424911,-76.1368164,1,60
4098,700 CROUSE AVE S,231301018,2023/03/01 11:53:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,Wednesday,11,43.0424911,-76.1368164,1,25
4099,700 CROUSE AVE S,415828D,2023/02/22 13:55:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,13,43.0424911,-76.1368164,1,25
4100,700 CROUSE AVE S,415827D,2023/02/22 13:52:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Wednesday,13,43.0424911,-76.1368164,1,25
4101,700 CROUSE AVE S,415830D,2023/02/22 14:02:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,14,43.0424911,-76.1368164,1,25
4102,700 CROUSE AVE S,415829D,2023/02/22 13:59:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Wednesday,13,43.0424911,-76.1368164,1,25
4103,700 CROUSE AVE S,415831D,2023/02/22 14:00:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,14,43.0424911,-76.1368164,1,25
4104,700 CROUSE AVE S,415832D,2023/02/22 14:03:00+00,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,Wednesday,14,43.0424911,-76.1368164,1,25
4105,700 CROUSE AVE S,23501414,2023/03/08 10:30:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Wednesday,10,43.0424911,-76.1368164,1,25
4106,700 CROUSE AVE S,23501415,2023/03/08 10:31:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Wednesday,10,43.0424911,-76.1368164,1,25
4107,700 CROUSE AVE S,23501416,2023/03/08 10:32:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Wednesday,10,43.0424911,-76.1368164,1,25
4108,700 CROUSE AVE S,23501417,2023/03/08 10:36:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Wednesday,10,43.0424911,-76.1368164,1,25
4109,700 CROUSE AVE S,23501458,2023/03/08 13:24:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,13,43.0424911,-76.1368164,1,25
4110,700 CROUSE AVE S,23501460,2023/03/08 13:26:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,Wednesday,13,43.0424911,-76.1368164,1,25
4111,700 CROUSE AVE S,23501459,2023/03/08 13:25:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Wednesday,13,43.0424911,-76.1368164,1,25
4112,700 CROUSE AVE S,230900945,2023/03/09 10:08:00+00,TAXI STAND ONLY/ALL CO15-334,Second Notice,Thursday,10,43.0424911,-76.1368164,1,25
4113,700 CROUSE AVE S,230900946,2023/03/09 10:09:00+00,TAXI STAND ONLY/ALL CO15-334,Second Notice,Thursday,10,43.0424911,-76.1368164,1,25
4114,700 CROUSE AVE S,415954D,2023/03/07 09:17:00+00,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Tuesday,9,43.0424911,-76.1368164,1,25
4115,700 CROUSE AVE S,23501544,2023/03/10 13:14:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4116,700 CROUSE AVE S,23501545,2023/03/10 13:14:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4117,700 CROUSE AVE S,23501546,2023/03/10 13:18:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4118,700 CROUSE AVE S,23501548,2023/03/10 13:21:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Friday,13,43.0424911,-76.1368164,1,25
4119,700 CROUSE AVE S,23501547,2023/03/10 13:19:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4120,700 CROUSE AVE S,23501554,2023/03/10 13:45:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4121,700 CROUSE AVE S,23501556,2023/03/10 13:52:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4122,700 CROUSE AVE S,23501558,2023/03/10 13:54:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4123,700 CROUSE AVE S,23501557,2023/03/10 13:53:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4124,700 CROUSE AVE S,23501559,2023/03/10 13:55:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Friday,13,43.0424911,-76.1368164,1,25
4125,700 CROUSE AVE S,415926D,2023/03/08 09:01:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Wednesday,9,43.0424911,-76.1368164,1,25
4126,700 CROUSE AVE S,415953D,2023/03/07 09:16:00+00,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,Tuesday,9,43.0424911,-76.1368164,1,25
4127,700 CROUSE AVE S,415952D,2023/03/07 09:14:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Tuesday,9,43.0424911,-76.1368164,1,25
4128,700 CROUSE AVE S,415955D,2023/03/07 09:18:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,Tuesday,9,43.0424911,-76.1368164,1,25
4129,700 CROUSE AVE S,415957D,2023/03/07 09:21:00+00,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,Tuesday,9,43.0424911,-76.1368164,1,25
4130,700 CROUSE AVE S,415958D,2023/03/07 09:22:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Tuesday,9,43.0424911,-76.1368164,1,25
4131,700 CROUSE AVE S,415960D,2023/03/07 09:25:00+00,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,Tuesday,9,43.0424911,-76.1368164,1,25
4132,700 CROUSE AVE S,415959D,2023/03/07 09:23:00+00,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,Tuesday,9,43.0424911,-76.1368164,1,25
4133,700 CROUSE AVE S,392847D,2023/03/07 10:25:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Tuesday,10,43.0424911,-76.1368164,1,25
4134,700 CROUSE AVE S,392858D,2023/03/07 11:08:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Tuesday,11,43.0424911,-76.1368164,1,25
4135,700 CROUSE AVE S,230701342,2023/03/22 10:20:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Wednesday,10,43.0424911,-76.1368164,1,25
4136,700 CROUSE AVE S,230701343,2023/03/22 10:20:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Wednesday,10,43.0424911,-76.1368164,1,25
4137,700 CROUSE AVE S,230701344,2023/03/22 10:21:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0424911,-76.1368164,1,25
4138,700 CROUSE AVE S,230701354,2023/03/22 10:34:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0424911,-76.1368164,1,25
4139,400 MONTGOMERY ST,375284D,2023/01/04 09:15:00+00,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,Wednesday,9,43.046942,-76.149107,1,25
4140,400 MONTGOMERY ST,375286D,2023/01/04 13:04:00+00,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Wednesday,13,43.046942,-76.149107,1,25
4141,400 MONTGOMERY ST,230700074,2023/01/10 10:15:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,10,43.046942,-76.149107,1,25
4142,400 MONTGOMERY ST,230700075,2023/01/10 10:15:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.046942,-76.149107,1,25
4143,400 MONTGOMERY ST,230700076,2023/01/10 10:19:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Fourth Notice,Tuesday,10,43.046942,-76.149107,1,25
4144,400 MONTGOMERY ST,230700101,2023/01/10 14:41:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,14,43.046942,-76.149107,1,25
4145,400 MONTGOMERY ST,230700100,2023/01/10 14:39:00+00,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Tuesday,14,43.046942,-76.149107,1,25
4146,400 MONTGOMERY ST,230700102,2023/01/10 14:44:00+00,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Tuesday,14,43.046942,-76.149107,1,25
4147,400 MONTGOMERY ST,375290D,2023/01/11 14:00:00+00,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Wednesday,14,43.046942,-76.149107,1,25
4148,400 MONTGOMERY ST,381829D,2023/01/11 10:00:00+00,LIMITED PARKING ONLY/ALL TIMES CO15-365,Paid In Full,Wednesday,10,43.046942,-76.149107,1,25
4149,400 MONTGOMERY ST,381805D,2023/01/09 10:11:00+00,MISC,Fourth Notice,Monday,10,43.046942,-76.149107,1,25
4150,400 MONTGOMERY ST,381817D,2023/01/09 02:13:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Monday,2,43.046942,-76.149107,1,60
4151,400 MONTGOMERY ST,381818D,2023/01/09 02:13:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,2,43.046942,-76.149107,1,25
4152,400 MONTGOMERY ST,381820D,2023/01/09 02:17:00+00,LIMITED PARKING ONLY/ALL TIMES CO15-365,Fourth Notice,Monday,2,43.046942,-76.149107,1,25
4153,400 MONTGOMERY ST,381804D,2023/01/09 10:09:00+00,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Fourth Notice,Monday,10,43.046942,-76.149107,1,25
4154,400 MONTGOMERY ST,231500430,2023/01/18 10:29:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,Wednesday,10,43.046942,-76.149107,1,10
4155,400 MONTGOMERY ST,231500493,2023/01/23 09:25:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Fourth Notice,Monday,9,43.046942,-76.149107,1,100
4156,400 MONTGOMERY ST,231500524,2023/01/23 13:35:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Fourth Notice,Monday,13,43.046942,-76.149107,1,100
4157,400 MONTGOMERY ST,SH31302,2023/01/13 19:20:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Denied,Friday,19,43.046942,-76.149107,1,100
4158,400 MONTGOMERY ST,SH31307,2023/01/16 13:18:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Monday,13,43.046942,-76.149107,1,100
4159,400 MONTGOMERY ST,371322D,2023/01/23 01:58:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Void Approved,Monday,1,43.046942,-76.149107,1,0
4160,400 MONTGOMERY ST,230900501,2023/01/26 10:30:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,Thursday,10,43.046942,-76.149107,1,100
4161,400 MONTGOMERY ST,230900612,2023/01/31 10:26:00+00,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Tuesday,10,43.046942,-76.149107,1,25
4162,400 MONTGOMERY ST,230900614,2023/01/31 10:28:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.046942,-76.149107,1,25
4163,400 MONTGOMERY ST,230900613,2023/01/31 10:28:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Tuesday,10,43.046942,-76.149107,1,60
4164,400 MONTGOMERY ST,349345D,2023/01/25 14:01:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,14,43.046942,-76.149107,1,25
4165,400 MONTGOMERY ST,231500818,2023/02/06 10:16:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Monday,10,43.046942,-76.149107,1,25
4166,400 MONTGOMERY ST,231500830,2023/02/06 11:06:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,11,43.046942,-76.149107,1,25
4167,400 MONTGOMERY ST,394747D,2023/02/02 15:00:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Thursday,15,43.046942,-76.149107,1,25
4168,400 MONTGOMERY ST,371323D,2023/02/03 10:35:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Friday,10,43.046942,-76.149107,1,25
4169,400 MONTGOMERY ST,408275D,2023/02/16 09:46:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,9,43.046942,-76.149107,1,25
4170,400 MONTGOMERY ST,408246D,2023/02/16 09:47:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Promise To Pay,Thursday,9,43.046942,-76.149107,1,60
4171,400 MONTGOMERY ST,408258D,2023/02/15 11:38:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,Wednesday,11,43.046942,-76.149107,1,100
4172,400 MONTGOMERY ST,231501257,2023/02/21 09:50:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,9,43.046942,-76.149107,1,25
4173,400 MONTGOMERY ST,384565D,2023/02/17 13:23:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Friday,13,43.046942,-76.149107,1,25
4174,400 MONTGOMERY ST,408088D,2023/02/16 11:43:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,11,43.046942,-76.149107,1,60
4175,400 MONTGOMERY ST,408087D,2023/02/16 15:03:00+00,NO STOPPING 8 AM - 8 PM CO15-364,Paid In Full,Thursday,15,43.046942,-76.149107,1,25
4176,400 MONTGOMERY ST,415895D,2023/02/23 10:07:00+00,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Thursday,10,43.046942,-76.149107,1,25
4177,400 MONTGOMERY ST,408476D,2023/02/15 09:32:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Wednesday,9,43.046942,-76.149107,1,25
4178,400 MONTGOMERY ST,408477D,2023/02/15 09:35:00+00,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,Wednesday,9,43.046942,-76.149107,1,25
4179,400 MONTGOMERY ST,408478D,2023/02/15 09:39:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,Wednesday,9,43.046942,-76.149107,1,100
4180,400 MONTGOMERY ST,230100820,2023/03/07 10:03:00+00,NO PERMIT/ALL TIMES CO15-365,Second Notice,Tuesday,10,43.046942,-76.149107,1,25
4181,400 MONTGOMERY ST,230100821,2023/03/07 10:05:00+00,NO PERMIT/ALL TIMES CO15-365,Second Notice,Tuesday,10,43.046942,-76.149107,1,25
4182,400 MONTGOMERY ST,230100826,2023/03/07 11:19:00+00,NO PERMIT/ALL TIMES CO15-365,Void Approved,Tuesday,11,43.046942,-76.149107,1,0
4183,400 MONTGOMERY ST,SH32064,2023/02/19 14:23:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,Sunday,14,43.046942,-76.149107,1,100
4184,400 MONTGOMERY ST,408276D,2023/02/16 09:47:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Promise To Pay,Thursday,9,43.046942,-76.149107,1,60
4185,400 MONTGOMERY ST,230100839,2023/03/08 09:39:00+00,NO PERMIT/ALL TIMES CO15-365,Void Approved,Wednesday,9,43.046942,-76.149107,1,0
4186,400 MONTGOMERY ST,230100919,2023/03/13 09:54:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,9,43.046942,-76.149107,1,25
4187,400 MONTGOMERY ST,230100920,2023/03/13 09:56:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,9,43.046942,-76.149107,1,25
4188,400 MONTGOMERY ST,230100921,2023/03/13 09:58:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,Monday,9,43.046942,-76.149107,1,100
4189,400 MONTGOMERY ST,230100927,2023/03/13 11:31:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,11,43.046942,-76.149107,1,25
4190,400 MONTGOMERY ST,408457D,2023/02/13 13:20:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,Monday,13,43.046942,-76.149107,1,25
4191,400 MONTGOMERY ST,230100937,2023/03/15 09:33:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,Wednesday,9,43.046942,-76.149107,1,100
4192,400 MONTGOMERY ST,230100938,2023/03/15 09:34:00+00,NO PERMIT/ALL TIMES CO15-365,Issued,Wednesday,9,43.046942,-76.149107,1,25
4193,400 MONTGOMERY ST,230100939,2023/03/15 09:35:00+00,NO PERMIT/ALL TIMES CO15-365,Second Notice,Wednesday,9,43.046942,-76.149107,1,25
4194,400 MONTGOMERY ST,230100951,2023/03/16 09:40:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,Thursday,9,43.046942,-76.149107,1,25
4195,400 MONTGOMERY ST,231501872,2023/03/20 09:32:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Monday,9,43.046942,-76.149107,1,25
4196,400 MONTGOMERY ST,231501871,2023/03/20 09:30:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Monday,9,43.046942,-76.149107,1,25
4197,400 MONTGOMERY ST,231501898,2023/03/20 11:37:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,Monday,11,43.046942,-76.149107,1,25
4198,400 MONTGOMERY ST,231501900,2023/03/20 11:38:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Monday,11,43.046942,-76.149107,1,25
4199,400 MONTGOMERY ST,231501899,2023/03/20 11:37:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Monday,11,43.046942,-76.149107,1,25
4200,400 MONTGOMERY ST,381772D,2023/03/21 14:11:00+00,LIMITED PARKING ONLY/ALL TIMES CO15-365,Paid In Full,Tuesday,14,43.046942,-76.149107,1,25
4201,400 MONTGOMERY ST,231501954,2023/03/22 09:46:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,Wednesday,9,43.046942,-76.149107,1,100
4202,400 MONTGOMERY ST,231501955,2023/03/22 09:48:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Wednesday,9,43.046942,-76.149107,1,25
4203,400 MONTGOMERY ST,231501987,2023/03/22 11:01:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,11,43.046942,-76.149107,1,25
4204,400 MONTGOMERY ST,231501988,2023/03/22 11:02:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Wednesday,11,43.046942,-76.149107,1,25
4205,400 MONTGOMERY ST,231502015,2023/03/23 09:39:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Thursday,9,43.046942,-76.149107,1,25
4206,400 MONTGOMERY ST,231502016,2023/03/23 09:40:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.046942,-76.149107,1,25
4207,400 MONTGOMERY ST,231502017,2023/03/23 09:41:00+00,NO PARKING ANY TIME CO15-316 (A)14,Issued,Thursday,9,43.046942,-76.149107,1,25
4208,400 MONTGOMERY ST,231502018,2023/03/23 09:42:00+00,NO PARKING ANY TIME CO15-316 (A)14,Issued,Thursday,9,43.046942,-76.149107,1,25
4209,400 MONTGOMERY ST,231502061,2023/03/23 11:07:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,Thursday,11,43.046942,-76.149107,1,25
4210,400 MONTGOMERY ST,231502060,2023/03/23 11:07:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Thursday,11,43.046942,-76.149107,1,25
4211,200 JEFFERSON ST E,23500051,2023/01/04 11:28:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Wednesday,11,43.046945,-76.150633,1,25
4212,200 JEFFERSON ST E,23500052,2023/01/04 11:29:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,11,43.046945,-76.150633,1,25
4213,200 JEFFERSON ST E,231500092,2023/01/05 10:09:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,10,43.046945,-76.150633,1,25
4214,200 JEFFERSON ST E,231500093,2023/01/05 10:10:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Thursday,10,43.046945,-76.150633,1,25
4215,200 JEFFERSON ST E,231500094,2023/01/05 10:11:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,10,43.046945,-76.150633,1,25
4216,200 JEFFERSON ST E,231500106,2023/01/05 10:49:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Thursday,10,43.046945,-76.150633,1,25
4217,200 JEFFERSON ST E,231500115,2023/01/06 09:46:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Friday,9,43.046945,-76.150633,1,25
4218,200 JEFFERSON ST E,231500135,2023/01/06 10:52:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,10,43.046945,-76.150633,1,25
4219,200 JEFFERSON ST E,231500152,2023/01/06 13:09:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Approved,Friday,13,43.046945,-76.150633,1,0
4220,200 JEFFERSON ST E,230900106,2023/01/09 10:23:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,10,43.046945,-76.150633,1,25
4221,200 JEFFERSON ST E,230900129,2023/01/09 14:13:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Monday,14,43.046945,-76.150633,1,25
4222,200 JEFFERSON ST E,230900142,2023/01/10 10:19:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.046945,-76.150633,1,25
4223,200 JEFFERSON ST E,230900143,2023/01/10 10:20:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Tuesday,10,43.046945,-76.150633,1,100
4224,200 JEFFERSON ST E,230900144,2023/01/10 10:21:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,10,43.046945,-76.150633,1,25
4225,200 JEFFERSON ST E,230900153,2023/01/10 11:37:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,11,43.046945,-76.150633,1,25
4226,200 JEFFERSON ST E,230900169,2023/01/11 10:08:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.046945,-76.150633,1,10
4227,200 JEFFERSON ST E,230900170,2023/01/11 10:10:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.046945,-76.150633,1,25
4228,200 JEFFERSON ST E,381815D,2023/01/09 02:02:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,2,43.046945,-76.150633,1,25
4229,200 JEFFERSON ST E,381816D,2023/01/09 02:06:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Void Approved,Monday,2,43.046945,-76.150633,1,0
4230,200 JEFFERSON ST E,230900202,2023/01/12 10:00:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,10,43.046945,-76.150633,1,25
4231,200 JEFFERSON ST E,230900203,2023/01/12 10:00:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,10,43.046945,-76.150633,1,25
4232,200 JEFFERSON ST E,230900204,2023/01/12 10:01:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,10,43.046945,-76.150633,1,10
4233,200 JEFFERSON ST E,231500405,2023/01/18 09:25:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Wednesday,9,43.046945,-76.150633,1,25
4234,200 JEFFERSON ST E,231500424,2023/01/18 10:11:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Wednesday,10,43.046945,-76.150633,1,25
4235,200 JEFFERSON ST E,231500425,2023/01/18 10:11:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.046945,-76.150633,1,25
4236,200 JEFFERSON ST E,231500427,2023/01/18 10:18:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.046945,-76.150633,1,10
4237,200 JEFFERSON ST E,231500428,2023/01/18 10:20:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.046945,-76.150633,1,25
4238,200 JEFFERSON ST E,231500429,2023/01/18 10:21:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Fourth Notice,Wednesday,10,43.046945,-76.150633,1,25
4239,200 JEFFERSON ST E,394297D,2023/01/22 01:04:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Fourth Notice,Sunday,1,43.046945,-76.150633,1,25
